Area,Activity Name,Activity Descreption,Label,Sub Area,Industries to which it applies,Audit Type,Entities,Task Name,Estimated Hours,Auditing Standard,IAS,Process Note,,,
ICAI AS and Guidance Notes,Recognition and Disclosure of Assets given  on Operating Lease,Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise",is the income recognised on a straight line basis in the statement of Profit & Loss?,,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,Recognition and Disclosure of Assets given  on Operating Lease,Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise",Is depreciation provided at the rates for which similar assets are depreciated,,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,Recognition and Disclosure of Assets and nature of business,Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise",Is Client Also involved in leasing of assets sold? ,,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,Recognition and Disclosure of Assets and nature of business,Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise",If Enterprise is involved on leasing of  assets sold  is the sales revenue (and corresponding receivable) recorded at the fair value of the assets?,,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,Recognition and Disclosure of Assets and nature of business,Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise",If Enterprise is not involved in leasing of  assets sold  is the sales revenue (and corresponding receivable) recorded at the fair value of the assets?,,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,Recognition and Disclosure of Assets in case of Sale and Lease Back Transaction-Finance Lease,Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise","If the transaction is finance lease, is the excess or deficiency of sale proceeds over the carrying amount amortised over the lease term in proportion to depreciation.",,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,Recognition and Disclosure of Assets in case of Sale and Lease Back Transaction-Operating Lease,Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise","If the transaction is operating lease is Established at fair value, whether profit or loss recognised immediately ",,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,Recognition and Disclosure of Assets in case of Sale and Lease Back Transaction-Operating Lease,Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise",If the transaction is operating lease is Below fair value whether profit or loss recognised immediately unless falling in(iii) below? ,,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,Recognition and Disclosure of Assets in case of Sale and Lease Back Transaction-Operating Lease,Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise","If the transaction is operating lease is Below fair value and loss is to be compensated by charging lower lease rentals than market value, whether the loss amortised over the expected use of the asset?",,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,Recognition and Disclosure of Assets in case of Sale and Lease Back Transaction-Operating Lease,Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise",If the transaction is operating lease is Above fair value whether the gain deferred and amortised over the expected use of the asset?,,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,"Whether the lessee, in addition to the  requirements of AS 10, Accounting for Fixed  Assets', AS 6, 'Depreciation Accounting', and the governing statute,   has made the following disclosures for a  finance lease including assets acquired on hire-purchase basis",Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise",Assets acquired under finance lease as segregated from the assets owned?,,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,"Whether the lessee, in addition to the  requirements of AS 10, Accounting for Fixed  Assets', AS 6, 'Depreciation Accounting', and the governing statute,   has made the following disclosures for a  finance lease including assets acquired on hire-purchase basis",Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise","for each class of assets, the net carrying amount at the balance sheet date?",,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,"Whether the lessee, in addition to the  requirements of AS 10, Accounting for Fixed  Assets', AS 6, 'Depreciation Accounting', and the governing statute,   has made the following disclosures for a  finance lease including assets acquired on hire-purchase basis",Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Disclose  a reconciliation between the  total of minimum lease payments at the balance sheet  date  and  their present value. These Requirement do not apply to Level II and III Enterprise,,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,"Whether the lessee, in addition to the  requirements of AS 10, Accounting for Fixed  Assets', AS 6, 'Depreciation Accounting', and the governing statute,   has made the following disclosures for a  finance lease including assets acquired on hire-purchase basis",Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,"Disclose  the total of minimum lease payments at  the balance sheet date, and their  present  value,  for period up to 1 Year.These Requirement do not apply to Level II and III Enterprise",,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,"Whether the lessee, in addition to the  requirements of AS 10, Accounting for Fixed  Assets', AS 6, 'Depreciation Accounting', and the governing statute,   has made the following disclosures for a  finance lease including assets acquired on hire-purchase basis",Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,"Disclose  the total of minimum lease payments at  the balance sheet date, and their  present  value,  for period between  1 Year to 5 year.These Requirement do not apply to Level II and III Enterprise",,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,"Whether the lessee, in addition to the  requirements of AS 10, Accounting for Fixed  Assets', AS 6, 'Depreciation Accounting', and the governing statute,   has made the following disclosures for a  finance lease including assets acquired on hire-purchase basis",Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,"Disclose  the total of minimum lease payments at  the balance sheet date, and their  present  value,  for period between  1 Year to 5 year.These Requirement do not apply to Level II and III Enterprise",,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,"Whether the lessee, in addition to the  requirements of AS 10, Accounting for Fixed  Assets', AS 6, 'Depreciation Accounting', and the governing statute,   has made the following disclosures for a  finance lease including assets acquired on hire-purchase basis",Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,"Disclose  the total of minimum lease payments at  the balance sheet date, and their  present  value,  for period greater than  5 years.These Requirement do not apply to Level II and III Enterprise",,  AS - 19 – Leases,,,,,
